5506,8405
1091,1052
3754,5174
1331,1144
3080,9114
730,1156
4061,10300
875,899
199,234
375,468
1336,1309
2344,2472
606,648
1790,1956
2686,3812
9648,14800
1836,1911
1710,1748
49,76
750,785
276,350
226,266
696,852
224,243
334,356
108,96
147,150
446,503
574,576
943,1008
2485,3172
384,502
1692,1904
3502,3324
1167,2689
7772,8263
449,581
1184,1309
522,879
3039,3327
799,2188
3036,3487
6158,25500
650,1032
1068,1084
916,959
362,393
622,757
166,155
1009,783
1043,3150
1831,1961
506,650
1047,1146
6609,6611
1687,2477
7319,10500
3213,3366
752,939
8582,10800
1578,1747
3625,5111
899,933
959,987
3174,4484
789,941
1524,1605
7634,7613
5817,6243
5873,6698
2051,2148
2410,2613
313,334
262,308
3227,4658
8808,9911
801,760
387,388
1463,1560
4785,22000
1212,1485
444,771
258,295
671,669
1002,1142
689,990
282,343
359,418
126,145
429,523
583,636
911,1644
764,846
181,199
3096,7283
4747,4869
6890,10800
3226,11500
109,239
66,73
1104,6234
217,303
1028,1164
7232,8162
269,283
214,221
350,346
946,939
1371,1474
280,367
643,720
1994,1921
1342,1306
663,649
113,125
416,448
808,876
2721,2734
1927,2039
313,513
4107,8751
1135,1587
2333,2986
1245,1042
582,681
5979,5821
1746,1729
3453,18600
127,230
511,553
642,749
323,438
127,160
1289,1429
308,429
602,703
330,393
7068,11000
1021,1044
1423,1791
604,742
1325,1672
284,318
830,973
145,271
579,793
732,1088
261,316
278,365
1108,1197
183,230
983,1450
210,320
238,808
535,1030
3721,4519
1320,1555
3187,3675
844,874
1319,1301
305,358
248,270
435,491
219,245
707,811
9455,9180
460,488
579,649
6225,10900
240,257
1309,1293
341,375
863,948
2908,3163
1161,1110
520,759
136,658
833,1132
1453,2073
546,628
1496,1518
371,503
5096,13600
7876,10000
1841,1786
277,360
535,638
1417,1512
871,1243
895,1533
194,200
649,809
422,626
230,307
510,486
1564,1667
2675,2755
208,188
312,358
374,692
590,710
1073,1226
655,694
519,562
1305,1367
8400,15900
5852,9398
113,146
2853,151
4026,4149
154,195
1259,1376
1224,1258
3878,4492
288,2849
1178,1316
843,1063
647,974
6006,6672
9462,13700
534,593
3185,5708
483,586
762,832
1526,1625
921,986
436,517
569,681
1298,1371
2141,2187
933,1011
132,157
1108,1372
185,296
16,25
4677,4667
6528,17800
104,125
64,129
1483,2014
1131,1227
6054,6163
774,965
7611,14100
621,725
1270,1343
1224,1353
134,142
832,1449
6449,6307
104,181
663,675
8834,14900
610,713
3106,5545
512,758
189,214
1656,3617
2662,2692
2949,3896
1976,1990
7303,12700
596,669
2437,2406
2930,6732
2471,5277
2902,9854
774,824
4691,12500
1180,13
4137,4770
651,767
1780,1768
3112,5662
1064,12700
155,173
4433,12400
175,200
2471,3267
346,371
4348,4955
1130,1048
312,374
272,307
1087,1170
383,461
223,227
357,409
1814,1855
455,488
216,262
124,137
1368,1818
260,329
154,160
876,1039
310,327
328,343
807,861
173,219
725,803
9785,9550
3149,3089
603,1016
130,139
8461,10400
712,910
1027,1101
1263,1300
2068,2328
2893,2792
1375,3346
7991,10300
8022,9817
1836,2027
3244,19600
500,584
2427,4368
4928,8445
2210,2179
1193,1128
1580,2174
3053,3113
1659,1652
1452,1422
4727,4804
266,314
1649,1687
295,322
86,122
88,156
714,1530
642,771
630,816
229,393
5028,5845
123,131
2803,2634
956,1847
683,836
226,345
1967,2174
280,320
85,239
76,120
495,463
77,542
168,178
807,858
176,261
1616,1793
511,576
303,399
166,165
628,645
250,305
196,237
1295,1693
622,604
2766,7733
567,702
1260,1525
705,1274
281,361
2288,2326
649,620
366,450
429,457
935,1124
638,666
1887,2219
258,412
833,977
1206,1430
71,88
1750,1798
1218,1324
1305,1371
496,819
999,988
233,354
672,660
1984,3296
455,466
1430,1628
1284,1451
215,264
1409,1411
626,1405
199,198
1054,1479
2484,3107
2132,2397
102,205
1038,1214
742,863
667,725
467,526
1148,1210
857,842
995,2660
265,298
437,520
301,594
5478,10500
1159,1380
252,326
635,644
1108,1114
294,384
1267,1412
406,465
366,457
474,513
62,122
928,770
866,921
778,893
568,692
497,698
310,372
363,380
660,1119
865,921
1177,1218
370,375
174,173
151,180
605,667
353,630
106,118
835,934
709,828
656,806
174,183
767,695
203,523
523,527
316,344
455,652
886,861
671,649
146,475
3570,7476
1328,1582
1563,1781
4059,4016
1695,2000
397,338
877,1422
325,1407
370,701
702,800
608,704
331,383
1066,1022
365,324
604,702
711,774
8683,8893
472,801
1058,1413
963,1046
1996,1865
207,223
771,850
665,632
541,557
305,510
1011,1045
593,596
502,759
2201,3205
6167,5956
510,771
3652,3676
318,376
229,268
821,875
493,566
647,681
136,169
615,689
318,343
2347,2582
1707,1826
287,322
619,665
376,852
366,397
47,95
614,734
2140,1956
1093,1163
984,781
108,145
1748,1742
386,456
311,363
2679,2871
7671,11000
409,637
3399,8493
2534,6747
2083,4589
236,355
5455,6499
189,218
524,405
1163,1196
155,186
750,779
377,408
277,290
1524,1406
936,1017
2682,12700
1772,1996
843,1001
549,632
1638,1738
3180,3494
2684,2693
4020,4108
2326,2419
286,312
1587,1535
